"plot_id","id","site name","reservation","community","vibi","fqai","deer","year","panel","pcap id","fragment id","developed","activity area","closest developed","sanctioned trail","bootleg trail","closest trail","developed edge","stream edge","total edges","fragment area","fragment perimeter","ldi index score","area","perimeter","field_25"
"1385_1st",384,1385,Hinckley,Sedge seep (e.g. Carex bromoides),33,18.35034861,high,2013,Year_4,443,517,114,,114,,,,11862,5584,17446,1444312,11430,1.1,567582,5342,
"1386_1st",385,1386,Bradley Woods,"""MIXED"" FORESTS",34,16.61425091,high,2013,Year_4,444,3782,353,813,353,200,178,178,20787,0,20787,2780009,12429,1.25,1484354,10226,
"1390_1st",389,1390,Rocky River,Planted-White and Red Pine,54,19.30204563,high,2013,Year_4,447,3773,343,374,343,19,75,19,8888,701,9589,729481,4698,1.56,368611,2737,
"3364_1st",401,3364,South Chagrin,Beech-maple forest,17,14.53444185,high,2010,Year_1,104,10340,24,,24,,,,6812,0,6812,175221,3247,3.41,0,0,
"3369_1st",405,3369,North Chagrin,Beech-maple forest,60,20.5,high,2010,Year_1,108,16616,358,325,325,29,75,29,5583,1230,6813,1485834,5875,1.67,1026858,4909,
"3374_1st",408,3374,Brecksville,Beech-maple forest,60,25.17619727,high,2011,Year_2,225,826,14,,14,,,,9193,0,9193,110817,3962,1.27,0,0,
"3386_1st",416,3386,Hinckley,Sugar maple forest,32,17.26966645,high,2010,Year_1,115,664,119,137,119,208,135,135,12373,3242,15615,2008135,8465,1.7,1218361,7697,
"3387_1st",417,3387,Mill Stream Run,Maple-Ash-Elm forest,32,16.54690303,high,2011,Year_2,228,2032,45,313,45,155,119,119,3995,2392,6388,385155,4826,1.98,0,0,
"3395_1st",422,3395,Mill Stream Run,"""MIXED"" FORESTS",37,18.14285714,high,2012,Year_3,353,1551,168,122,122,207,44,44,5080,856,5936,480392,3066,1.81,120301,2576,
"3397_1st",424,3397,Mill Stream Run,"""MIXED"" FORESTS",53,20.630883,high,2013,Year_4,458,828,606,549,549,251,48,48,12861,2764,15624,3645170,10878,1.22,2528157,11042,
"3441_1st",451,3441,North Chagrin,successional sedge meadow,40,7.890453679,high,2012,Year_3,465,17067,18,652,18,5,32,5,5155,0,5155,562002,4101,2.21,0,0,
"3444_1st",453,3444,Bedford,Sycamore Woodland,74,26.96146574,high,2012,Year_3,356,3386,231,711,231,25,111,25,10139,8695,18834,1945098,13162,1.78,1238095,9912,
"3455_1st",457,3455,Rocky River,"""MIXED"" FORESTS",43,17.39815083,high,2012,Year_3,345,10874,34,25,25,37,44,37,2533,1049,3583,145347,1823,5.24,0,0,
"3479_1st",463,3479,Rocky River,Mesic Floodplain Forest,40,18.9151064,high,2012,Year_3,355,7815,113,2069,113,26,5,5,7774,6303,14077,942215,11103,1.97,330361,6872,
"3483_1st",464,3483,Rocky River,Mesic Floodplain Forest,37,15.55083829,high,2013,Year_4,472,7202,27,13,13,,,,2443,0,2443,21033,650,6.91,0,0,
"3500_1st",468,3500,Big Creek,"""MIXED"" FORESTS",46,17.09749468,high,2013,Year_4,475,3648,11,176,11,,,,4098,653,4751,66579,3621,3.25,0,0,
"3511_1st",469,3511,Rocky River,Mixed swamp forest,43,15.1217283,high,2013,Year_4,476,7973,128,85,85,88,155,88,8867,6281,15148,659950,9479,2.05,0,0,
"3668_1st",472,3668,West Creek,Mesic Floodplain Forest,55,21.37908364,high,2010,Year_1,122,2875,69,,69,698,2,2,11387,3831,15218,536239,9971,1.61,0,0,
"1005_1st",5,1005,Hinckley,"""MIXED"" FORESTS",67,31.38078785,low,2010,Year_1,5,539,204,,204,,,,16061,3289,19350,798728,9220,1.12,318239,5394,
"1074_1st",74,1074,Rocky River,Sugar maple forest,24,11.78376607,low,2010,Year_1,74,3733,6,,6,,,,3830,1938,5768,165914,4350,2.53,0,0,
"1110_1st",109,1110,Rocky River,Mesic Floodplain Forest,44,16.66987149,low,2011,Year_2,134,4847,49,,49,41,182,41,2521,2745,5266,185019,5220,2.18,0,0,
"1116_1st",115,1116,Ohio and Erie Canal,Grapevine Tangle,10,10.66666667,low,2011,Year_2,140,7524,72,,72,,,,3057,3620,6677,254114,4155,5.13,0,0,
"1117_1st",116,1117,Hinckley,Beech-maple forest,63,28.34206639,low,2011,Year_2,141,664,483,455,455,213,115,115,12373,3242,15615,2008135,8465,1.7,1218361,7697,
"1133_1st",132,1133,Hinckley,Young field (<5 years),0,4.901894677,low,2011,Year_2,157,318,191,89,89,10,115,10,23105,0,23105,4185661,12531,1.38,0,0,
"1148_1st",147,1148,Euclid Creek,Mesic Floodplain Forest,40,15.2027958,low,2011,Year_2,171,16417,26,290,26,292,38,38,3790,3160,6950,79951,6386,4.27,0,0,
"1168_1st",167,1168,North Chagrin,Sycamore Woodland,40,16.43656638,low,2011,Year_2,191,15716,116,,116,,,,5959,1066,7024,216369,3431,2.19,45533,1024,
"1194_1st",193,1194,Hinckley,Grapevine Tangle,40,17.70569189,low,2011,Year_2,217,318,158,153,153,19,83,19,23105,0,23105,4185661,12531,1.38,2877403,9218,
"1195_1st",194,1195,Huntington,Mesic Floodplain Forest,53,17.66501151,low,2011,Year_2,218,11374,22,131,22,115,91,91,1660,511,2171,24995,853,5.08,0,0,
"1200_1st",199,1200,Brookside,Beech-red oak forest,50,19.42139223,low,2011,Year_2,223,6982,100,27,27,,,,4045,249,4295,322064,2388,5.74,0,0,
"1213_1st",212,1213,Hinckley,Young field (<5 years),0,3.530090432,low,2012,Year_3,255,672,22,,22,,,,7610,1898,9508,480020,4295,1.51,0,0,
"1235_1st",234,1235,Brecksville,"other wet meadow (bur reed, wool grass, rice-cutgrass)",60,19.04380914,low,2012,Year_3,277,2082,47,,47,,,,2406,1016,3422,69316,1549,1.0,0,0,
"1238_1st",237,1238,Rocky River,"""MIXED"" FORESTS",54,18.03122292,low,2012,Year_3,280,4135,23,,23,88,53,53,7129,2767,9896,347694,6673,1.41,0,0,
"1245_1st",244,1245,Hinckley,Young field (<5 years),10,7.888426505,low,2012,Year_3,287,318,256,258,256,373,137,137,23105,0,23105,4185661,12531,1.38,2877403,9218,
"1301_1st",300,1301,Brecksville,"""MIXED"" FORESTS",71,32.00096152,low,2013,Year_4,360,758,307,679,307,4,45,4,9445,9766,19211,2708700,9043,1.31,1937830,9532,
"1308_1st",307,1308,Ohio and Erie Canal,Cottonwood Forest,10,11.81506431,low,2013,Year_4,367,7524,39,,39,,,,3057,3620,6677,254114,4155,5.13,0,0,
"1310_1st",309,1310,Rocky River,Mesic Floodplain Forest,50,24.72393026,low,2013,Year_4,369,3772,115,804,115,806,738,738,5546,3266,8812,319384,5227,1.53,43946,1194,
"1333_1st",332,1333,Brecksville,Young field (<5 years),6,7.496340571,low,2013,Year_4,392,1209,26,,26,,,,8652,2481,11133,591040,5631,1.22,294987,3581,
"1336_1st",335,1336,South Chagrin,Mesic Floodplain Forest,33,15.98487188,low,2013,Year_4,395,6908,246,374,246,102,19,19,11301,3296,14597,601646,6614,3.54,166311,2568,
"1352_1st",351,1352,South Chagrin,Beech-maple forest,56,22.76839915,low,2013,Year_4,411,9150,60,72,60,5,21,5,3375,0,3375,378367,2690,2.57,0,0,
"1362_1st",361,1362,Rocky River,"""MIXED"" FORESTS",16,12.56127837,low,2013,Year_4,421,6700,9,552,9,,,,8593,0,8593,448013,7779,2.62,0,0,
"1365_1st",364,1365,Brecksville,Crataegus Shrub Thicket,46,17.56986056,low,2013,Year_4,424,836,219,,219,,,,11366,6687,18053,1996689,8598,1.15,1442707,5815,
"3370_1st",406,3370,Hinckley,Beech-maple forest,66,32.84840246,low,2010,Year_1,109,318,118,120,118,120,138,120,23105,0,23105,4185661,12531,1.38,2877403,9218,
"3377_1st",410,3377,South Chagrin,Sycamore Woodland,44,16.653328,low,2010,Year_1,111,10775,27,,27,,,,1921,0,1921,45286,1921,3.57,0,0,
"3409_1st",431,3409,North Chagrin,Planted-Austrian Pine,40,18.89822365,low,2010,Year_1,118,17145,97,231,97,,,,3918,0,3918,212784,2597,2.04,0,0,
"3413_1st",435,3413,North Chagrin,Hemlock-hardwood forest,33,18.58245657,low,2011,Year_2,237,16615,194,,194,296,1318,296,9324,2678,12002,680474,8158,1.74,201604,3928,
"3452_1st",455,3452,Garfield Park,Atypical Upland Forest,30,12.07019698,low,2012,Year_3,348,8832,14,,14,,,,474,0,474,2274,259,7.47,0,0,
"3453_1st",456,3453,South Chagrin,Red maple thickets and woodlands,12,13.53201332,low,2013,Year_4,468,9095,41,60,41,52,331,52,7549,1532,9081,743253,5532,2.5,0,0,
"3461_1st",460,3461,North Chagrin,Grapevine Tangle,27,12.75197644,low,2013,Year_4,470,16550,50,,50,371,37,37,4138,1471,5608,318086,3286,1.68,0,0,
"1002_1st",2,1002,Hinckley,Old Clearcut (>25 years),44,18.734994,medium high,2010,Year_1,2,318,175,154,154,14,11,11,23105,0,23105,4185661,12531,1.38,2877403,9218,
"1003_1st",3,1003,Mill Stream Run,Beech-maple forest,63,25.93067681,medium high,2010,Year_1,3,1865,119,358,119,,,,4217,0,4217,380278,3205,1.47,116576,1500,
"1004_1st",4,1004,Bedford,Mesic Floodplain Forest,63,20.17822376,medium high,2010,Year_1,4,3386,290,959,290,54,67,54,10139,8695,18834,1945098,13162,1.78,1238095,9912,
"1012_1st",12,1012,North Chagrin,Sugar maple forest,57,28.14285714,medium high,2010,Year_1,12,16616,70,762,70,174,87,87,5583,1230,6813,1485834,5875,1.67,0,0,
"1033_1st",33,1033,North Chagrin,Beech-maple forest,66,30.66792688,medium high,2010,Year_1,33,17124,95,16,16,28,12,12,11010,1830,12839,1917366,8952,1.68,0,0,
"1034_1st",34,1034,Hinckley,"""MIXED"" FORESTS",60,30.80750351,medium high,2010,Year_1,34,664,360,1009,360,693,466,466,12373,3242,15615,2008135,8465,1.7,1218361,7697,
"1040_1st",40,1040,North Chagrin,Maple-Ash-Elm forest,22,16.08589747,medium high,2010,Year_1,40,17067,155,182,155,198,355,198,5155,0,5155,562002,4101,2.21,186041,3041,
"1041_1st",41,1041,Brecksville,Sugar maple forest,73,28.30692585,medium high,2010,Year_1,41,758,146,140,140,41,64,41,9445,9766,19211,2708700,9043,1.31,1937830,9532,
"1048_1st",48,1048,South Chagrin,Beech-maple forest,41,21.60246899,medium high,2010,Year_1,48,10252,90,235,90,64,66,64,2490,1532,4022,123959,2274,1.98,0,0,
"1050_1st",50,1050,Bradley Woods,"""MIXED"" FORESTS",58,21.74353352,medium high,2010,Year_1,50,3782,103,420,103,166,187,166,20787,0,20787,2780009,12429,1.25,1484354,10226,
"1055_1st",55,1055,South Chagrin,Planted-Austrian Pine,9,12.33925212,medium high,2010,Year_1,55,10090,6,,6,,,,5613,36,5649,15739,891,7.29,0,0,
"1057_1st",57,1057,Brecksville,Beech-maple forest,46,21.63594892,medium high,2010,Year_1,57,1044,141,556,141,13,102,13,8257,749,9006,1771071,6580,1.5,867314,4697,
"1060_1st",60,1060,South Chagrin,Beech-maple forest,67,27.64275585,medium high,2010,Year_1,60,9162,215,234,215,34,157,34,10222,0,10222,1149320,7522,1.62,482052,4999,
"1065_1st",65,1065,North Chagrin,Green ash swamp,33,15.80895559,medium high,2010,Year_1,65,17072,49,38,38,84,121,84,3845,1830,5674,584325,4305,1.46,0,0,
"1068_1st",68,1068,Bedford,"""MIXED"" FORESTS",66,32.15164959,medium high,2010,Year_1,68,3072,290,196,196,40,5,5,6617,4929,11546,965735,8324,1.24,458541,4240,
"1070_1st",70,1070,Bradley Woods,"""MIXED"" FORESTS",64,25.21096175,medium high,2010,Year_1,70,9822,206,,206,504,330,330,9409,0,9409,929300,6451,1.4,415982,3069,
"1071_1st",71,1071,Mill Stream Run,Mesic Floodplain Forest,47,18.0,medium high,2010,Year_1,71,1154,79,,79,49,374,49,3086,0,3086,126174,2257,1.89,0,0,
"1073_1st",73,1073,Hinckley,Blackberry and Dogwood thicket,40,15.87657311,medium high,2010,Year_1,73,664,107,34,34,553,334,334,12373,3242,15615,2008135,8465,1.7,0,0,
"1075_1st",75,1075,South Chagrin,"""MIXED"" FORESTS",36,16.16930514,medium high,2010,Year_1,75,4573,54,165,54,,,,4476,889,5365,200486,3466,3.25,0,0,
"1098_1st",97,1098,Hinckley,"""MIXED"" FORESTS",57,29.22147732,medium high,2010,Year_1,97,335,11,351,11,211,440,211,12459,4223,16682,1813467,11535,1.38,0,0,
"1099_1st",98,1099,Mill Stream Run,"""MIXED"" FORESTS",50,18.0124478,medium high,2010,Year_1,98,2609,15,434,15,,,,9412,3612,13024,435527,6759,3.4,0,0,
"1102_1st",101,1102,Rocky River,"""MIXED"" FORESTS",50,20.22325394,medium high,2011,Year_2,126,12103,84,37,37,35,8,8,4472,1068,5540,280992,3177,2.86,0,0,
"1105_1st",104,1105,Brecksville,Dry Oak forest and Woodland,63,28.23088306,medium high,2011,Year_2,129,758,298,236,236,183,260,183,9445,9766,19211,2708700,9043,1.31,1937830,9532,
"1108_1st",107,1108,South Chagrin,Mixed emergent marsh,53,18.1422947,medium high,2011,Year_2,132,6908,131,130,130,101,91,91,11301,3296,14597,601646,6614,3.54,38432,1027,
"1112_1st",111,1112,South Chagrin,Mesic Floodplain Forest,57,21.72233066,medium high,2011,Year_2,136,9150,86,77,77,26,108,26,3375,0,3375,378367,2690,2.57,0,0,
"1122_1st",121,1122,Big Creek,"""MIXED"" FORESTS",37,19.3747258,medium high,2011,Year_2,146,2205,63,,63,,,,2193,492,2684,30229,964,2.12,0,0,
"1131_1st",130,1131,Mill Stream Run,"""MIXED"" FORESTS",40,17.45536179,medium high,2011,Year_2,155,1542,25,401,25,,,,7120,1906,9026,399071,4931,1.8,0,0,
"1143_1st",142,1143,Bedford,"""MIXED"" FORESTS",57,26.30437226,medium high,2011,Year_2,166,3386,327,464,327,240,4,4,10139,8695,18834,1945098,13162,1.78,1238095,9912,
"1144_1st",143,1144,South Chagrin,Beech-maple forest,77,30.89596424,medium high,2011,Year_2,167,6942,117,,117,107,67,67,9157,2161,11318,581089,6476,1.71,191617,3145,
"1145_1st",144,1145,North Chagrin,Beech-maple forest,66,26.2446682,medium high,2011,Year_2,168,17124,229,212,212,359,25,25,11010,1830,12839,1917366,8952,1.68,1087039,6762,
"1147_1st",146,1147,Mill Stream Run,Beech-red oak forest,61,20.65460973,medium high,2011,Year_2,170,828,562,452,452,98,101,98,12861,2764,15624,3645170,10878,1.22,2528157,11042,
"1164_1st",163,1164,Garfield Park,Mesic Floodplain Forest,33,13.12784923,medium high,2011,Year_2,187,7676,88,143,88,14,30,14,3537,1676,5214,299826,3746,6.4,0,0,
"1187_1st",186,1187,Bedford,Planted-White Pine,43,19.5025082,medium high,2011,Year_2,210,5783,36,,36,,,,3295,0,3295,97961,1530,2.45,0,0,
"1198_1st",197,1198,Bradley Woods,Pin oak flats,23,15.54310893,medium high,2011,Year_2,221,8241,12,,12,,,,1570,0,1570,37081,1369,2.25,0,0,
"1199_1st",198,1199,Mill Stream Run,Mesic Floodplain Forest,59,28.0,medium high,2011,Year_2,222,828,338,962,338,79,74,74,12861,2764,15624,3645170,10878,1.22,2528157,11042,
"1211_1st",210,1211,Mill Stream Run,Red maple thickets and woodlands,19,15.6,medium high,2012,Year_3,253,2609,70,56,56,,,,9412,3612,13024,435527,6759,3.4,0,0,
"1215_1st",214,1215,Mill Stream Run,"""MIXED"" FORESTS",54,20.0,medium high,2012,Year_3,257,828,655,615,615,269,164,164,12861,2764,15624,3645170,10878,1.22,2528157,11042,
"1226_1st",225,1226,Bradley Woods,Maple-Ash swamp,37,14.5999279,medium high,2012,Year_3,268,3782,221,1030,221,427,227,227,20787,0,20787,2780009,12429,1.25,1484354,10226,
"1246_1st",245,1246,Rocky River,Mesic Floodplain Forest,33,12.00438516,medium high,2012,Year_3,288,9943,50,20,20,103,93,93,8624,0,8624,451709,7202,1.9,0,0,
"1253_1st",252,1253,Hinckley,"""MIXED"" FORESTS",50,18.57486584,medium high,2012,Year_3,295,318,154,278,154,365,127,127,23105,0,23105,4185661,12531,1.38,2877403,9218,
"1257_1st",256,1257,North Chagrin,"""MIXED"" FORESTS",33,18.70828693,medium high,2012,Year_3,299,17124,175,435,175,554,294,294,11010,1830,12839,1917366,8952,1.68,1087039,6762,
"1279_1st",278,1279,Mill Stream Run,Mesic Floodplain Forest,37,20.05210604,medium high,2012,Year_3,321,794,113,,113,448,224,224,4699,6400,11100,699298,7542,1.25,398418,4957,
"1282_1st",281,1282,Rocky River,"""MIXED"" FORESTS",19,15.55634919,medium high,2012,Year_3,324,7034,12,27,12,111,220,111,8129,3163,11291,1076909,9523,2.66,0,0,
"1288_1st",287,1288,South Chagrin,Planted-Austrian Pine,39,15.89928407,medium high,2012,Year_3,330,9095,42,585,42,21,48,21,7549,1532,9081,743253,5532,2.5,0,0,
"1293_1st",292,1293,Hinckley,"""MIXED"" FORESTS",60,20.97678815,medium high,2012,Year_3,335,700,17,175,17,64,102,64,2872,1955,4827,467089,4305,1.77,0,0,
"1314_1st",313,1314,Mill Stream Run,"""MIXED"" FORESTS",71,26.17550654,medium high,2013,Year_4,373,1551,72,225,72,329,45,45,5080,856,5936,480392,3066,1.81,0,0,
"1341_1st",340,1341,Hinckley,Mesic Floodplain Forest,53,24.99962264,medium high,2013,Year_4,400,672,88,,88,,,,7610,1898,9508,480020,4295,1.51,234999,2641,
"1348_1st",347,1348,North Chagrin,Grapevine Tangle,50,18.516402,medium high,2013,Year_4,407,16550,94,,94,517,30,30,4138,1471,5608,318086,3286,1.68,0,0,
"1349_1st",348,1349,Brecksville,"""MIXED"" FORESTS",46,19.62990915,medium high,2013,Year_4,408,758,283,570,283,398,499,398,9445,9766,19211,2708700,9043,1.31,1937830,9532,
"1360_1st",359,1360,North Chagrin,Young field (<5 years),13,7.955558377,medium high,2013,Year_4,419,17253,8,572,8,614,272,272,5624,0,5624,258780,4242,2.37,0,0,
"1368_1st",367,1368,South Chagrin,"""MIXED"" FORESTS",63,26.78530997,medium high,2013,Year_4,427,9095,233,217,217,42,56,42,7549,1532,9081,743253,5532,2.5,335540,2607,
"1374_1st",373,1374,Bradley Woods,Mixed swamp forest,59,21.17860556,medium high,2013,Year_4,433,9822,130,,130,654,292,292,9409,0,9409,929300,6451,1.4,415982,3069,
"1377_1st",376,1377,Brecksville,"""MIXED"" FORESTS",61,19.90612891,medium high,2013,Year_4,435,871,274,8,8,643,621,621,7742,0,7742,1167757,4704,3.82,0,0,
"1381_1st",380,1381,Brecksville,"""MIXED"" FORESTS",55,20.3729925,medium high,2013,Year_4,439,836,129,,129,,,,11366,6687,18053,1996689,8598,1.15,1442707,5815,
"1387_1st",386,1387,Mill Stream Run,"""MIXED"" FORESTS",29,18.0838886,medium high,2013,Year_4,445,851,56,629,56,,,,4388,444,4832,241171,3505,2.36,0,0,
"1394_1st",393,1394,Mill Stream Run,Beech-maple forest,55,22.8535032,medium high,2013,Year_4,451,1612,32,174,32,20,41,20,2532,248,2780,204947,2309,2.23,0,0,
"1396_1st",395,1396,South Chagrin,Planted-Norway Spruce,57,17.44133022,medium high,2013,Year_4,453,6908,46,354,46,30,68,30,11301,3296,14597,601646,6614,3.54,0,0,
"1400_1st",399,1400,South Chagrin,"""MIXED"" FORESTS",28,15.51343504,medium high,2013,Year_4,457,9095,36,144,36,2,37,2,7549,1532,9081,743253,5532,2.5,0,0,
"3362_1st",400,3362,Brecksville,"""MIXED"" FORESTS",59,30.46424421,medium high,2010,Year_1,103,758,392,834,392,17,80,17,9445,9766,19211,2708700,9043,1.31,1937830,9532,
"3365_1st",402,3365,Mill Stream Run,Beech-maple forest,71,27.62029964,medium high,2010,Year_1,105,828,178,463,178,13,23,13,12861,2764,15624,3645170,10878,1.22,2528157,11042,
"3368_1st",404,3368,Bedford,Maple-Ash-Elm forest,50,21.50107663,medium high,2010,Year_1,107,2151,60,,60,,,,4937,1106,6043,283493,2922,1.39,0,0,
"3378_1st",411,3378,Brecksville,Mesic Floodplain Forest,43,25.48932879,medium high,2011,Year_2,226,2640,14,,14,,,,1280,0,1280,19849,787,1.23,0,0,
"3385_1st",415,3385,North Chagrin,Hemlock-hardwood forest,46,17.06210376,medium high,2010,Year_1,114,17124,46,1153,46,5,9,5,11010,1830,12839,1917366,8952,1.68,0,0,
"3389_1st",418,3389,South Chagrin,Cottonwood Forest,58,24.49609813,medium high,2010,Year_1,116,6908,256,341,256,157,22,22,11301,3296,14597,601646,6614,3.54,166311,2568,
"3392_1st",420,3392,Mill Stream Run,"""MIXED"" FORESTS",51,19.30434911,medium high,2012,Year_3,350,2608,179,,179,549,20,20,7776,0,7776,546835,6888,1.49,64542,1104,
"3398_1st",425,3398,Brecksville,"""MIXED"" FORESTS",57,22.27405067,medium high,2012,Year_3,357,2451,77,245,77,19,33,19,3895,2450,6345,305615,3687,1.27,0,0,
"3402_1st",428,3402,Hinckley,lake sedge meadow,65,20.65653184,medium high,2011,Year_2,233,517,251,,251,,,,11862,5584,17446,1444312,11430,1.1,567582,5342,
"3414_1st",436,3414,Hinckley,Middle field (5-10 years),23,11.67434463,medium high,2012,Year_3,358,672,136,,136,,,,7610,1898,9508,480020,4295,1.51,234999,2641,
"3415_1st",437,3415,Rocky River,Mesic Floodplain Forest,53,23.19766322,medium high,2011,Year_2,238,7815,198,1205,198,127,68,68,7774,6303,14077,942215,11103,1.97,330361,6872,
"3417_1st",438,3417,South Chagrin,"""MIXED"" FORESTS",71,29.43222407,medium high,2011,Year_2,239,9162,109,64,64,5,10,5,10222,0,10222,1149320,7522,1.62,0,0,
"3418_1st",439,3418,Hinckley,Sugar maple forest,35,16.53405576,medium high,2013,Year_4,460,318,535,421,421,10,143,10,23105,0,23105,4185661,12531,1.38,2877403,9218,
"3433_1st",447,3433,North Chagrin,"""MIXED"" FORESTS",63,25.3065417,medium high,2012,Year_3,347,17072,21,268,21,11,162,11,3845,1830,5674,584325,4305,1.46,0,0,
"3443_1st",452,3443,Huntington,"""MIXED"" FORESTS",55,22.10786231,medium high,2013,Year_4,466,11386,7,113,7,16,32,16,2115,0,2115,81774,1584,4.33,0,0,
"3463_1st",461,3463,Rocky River,"""MIXED"" FORESTS",46,16.22214211,medium high,2012,Year_3,346,6695,72,0,0,425,59,59,3838,3163,7000,757565,6420,5.15,0,0,
"3465_1st",462,3465,South Chagrin,Planted-Norway Spruce,47,20.0,medium high,2013,Year_4,471,6908,128,113,113,138,61,61,11301,3296,14597,601646,6614,3.54,38432,1027,
"3495_1st",466,3495,Rocky River,Mesic Floodplain Forest,43,15.7389417,medium high,2013,Year_4,473,3773,71,129,71,44,83,44,8888,701,9589,729481,4698,1.56,0,0,
"3652_1st",471,3652,Ohio and Erie Canal,other wet meadow (specify dominants),39,12.36196513,medium high,2012,Year_3,354,6513,104,180,104,,,,8999,1434,10432,372418,7761,6.34,61721,1361,
"1009_1st",9,1009,Hinckley,Mesic Floodplain Forest,47,22.40448134,medium low,2010,Year_1,9,703,24,200,24,,,,3056,0,3056,109209,1524,1.33,0,0,
"1011_1st",11,1011,Bedford,Old Field (>10 years),30,10.78253949,medium low,2010,Year_1,11,3409,45,,45,26,233,26,9049,0,9049,528551,7985,2.68,0,0,
"1043_1st",43,1043,Brecksville,Sycamore Woodland,43,17.55064101,medium low,2010,Year_1,43,1948,167,,167,,,,1404,1760,3164,96791,1605,1.0,67920,1132,
"1115_1st",114,1115,Mill Stream Run,"""MIXED"" FORESTS",43,18.55778285,medium low,2011,Year_2,139,2554,219,273,219,299,200,200,3767,1720,5487,607803,3897,1.84,386953,3469,
"1132_1st",131,1132,Bedford,"""MIXED"" FORESTS",77,26.67222164,medium low,2011,Year_2,156,3386,54,325,54,285,44,44,10139,8695,18834,1945098,13162,1.78,0,0,
"1140_1st",139,1140,North Chagrin,Beech-maple forest,47,22.98819573,medium low,2011,Year_2,163,16616,253,604,253,262,255,255,5583,1230,6813,1485834,5875,1.67,1026858,4909,
"1154_1st",153,1154,Rocky River,"""MIXED"" FORESTS",61,21.9120499,medium low,2011,Year_2,177,7973,88,436,88,144,482,144,8867,6281,15148,659950,9479,2.05,0,0,
"1156_1st",155,1156,North Chagrin,Cottonwood Forest,13,12.67105187,medium low,2011,Year_2,179,16339,110,,110,,,,2577,1009,3587,61395,1537,2.23,16202,522,
"1166_1st",165,1166,Rocky River,Cottonwood Forest,46,21.01903899,medium low,2011,Year_2,189,3772,51,1012,51,1014,943,943,5546,3266,8812,319384,5227,1.53,0,0,
"1173_1st",172,1173,Brecksville,Mesic Floodplain Forest,47,17.66501151,medium low,2011,Year_2,196,2438,44,33,33,192,158,158,873,610,1482,45940,1342,3.12,0,0,
"1174_1st",173,1174,Rocky River,"""MIXED"" FORESTS",49,16.58312395,medium low,2011,Year_2,197,4664,57,55,55,77,38,38,10191,1773,11964,474886,9383,2.17,0,0,
"1189_1st",188,1189,Brecksville,Mesic Floodplain Forest,70,33.81126787,medium low,2011,Year_2,212,758,285,945,285,24,36,24,9445,9766,19211,2708700,9043,1.31,1937830,9532,
"1197_1st",196,1197,Hinckley,Beech-maple forest,66,33.67491648,medium low,2011,Year_2,220,318,481,580,481,19,1,1,23105,0,23105,4185661,12531,1.38,2877403,9218,
"1205_1st",204,1205,Brecksville,Young field (<5 years),19,8.166666667,medium low,2012,Year_3,247,836,216,,216,,,,11366,6687,18053,1996689,8598,1.15,1442707,5815,
"1208_1st",207,1208,South Chagrin,Atypical Successional: Upland Forests,47,14.00698583,medium low,2012,Year_3,250,6942,18,,18,257,243,243,9157,2161,11318,581089,6476,1.71,0,0,
"1209_1st",208,1209,North Chagrin,"""MIXED"" FORESTS",63,26.1997819,medium low,2012,Year_3,251,17124,69,373,69,27,24,24,11010,1830,12839,1917366,8952,1.68,0,0,
"1217_1st",216,1217,Brecksville,Planted-Austrian Pine,18,15.10094241,medium low,2012,Year_3,259,767,90,237,90,104,144,104,7163,0,7163,667918,5455,1.75,0,0,
"1221_1st",220,1221,Brecksville,"""MIXED"" FORESTS",71,22.36067977,medium low,2012,Year_3,263,836,104,,104,,,,11366,6687,18053,1996689,8598,1.15,1442707,5815,
"1222_1st",221,1222,Rocky River,"""MIXED"" FORESTS",64,23.67664109,medium low,2012,Year_3,264,4135,51,,51,342,297,297,7129,2767,9896,347694,6673,1.41,0,0,
"1224_1st",223,1224,South Chagrin,"""MIXED"" FORESTS",57,24.82424708,medium low,2012,Year_3,266,9150,21,216,21,39,54,39,3375,0,3375,378367,2690,2.57,0,0,
"1233_1st",232,1233,Brecksville,Grapevine Tangle,60,20.78931582,medium low,2012,Year_3,275,1044,41,249,41,82,100,82,8257,749,9006,1771071,6580,1.5,0,0,
"1242_1st",241,1242,Bradley Woods,Sugar maple forest,46,15.42886904,medium low,2012,Year_3,284,9822,40,,40,527,82,82,9409,0,9409,929300,6451,1.4,0,0,
"1255_1st",254,1255,Bedford,Streams and Rivers,0,4.082482905,medium low,2012,Year_3,297,3139,230,1360,230,215,87,87,3994,4341,8335,633034,7488,1.38,326915,4629,
"1277_1st",276,1277,Hinckley,Atypical Successional: Upland Shrub thicket,26,12.80722452,medium low,2012,Year_3,319,318,70,283,70,245,26,26,23105,0,23105,4185661,12531,1.38,0,0,
"1291_1st",290,1291,Mill Stream Run,Planted-Red Pine,29,16.12761607,medium low,2012,Year_3,333,2608,128,,128,525,43,43,7776,0,7776,546835,6888,1.49,64542,1104,
"1302_1st",301,1302,Rocky River,"""MIXED"" FORESTS",66,28.87480538,medium low,2013,Year_4,361,3321,59,193,59,318,1,1,3581,1629,5210,103864,2899,1.65,0,0,
"1304_1st",303,1304,South Chagrin,"""MIXED"" FORESTS",74,31.05566849,medium low,2013,Year_4,363,9162,157,188,157,4,76,4,10222,0,10222,1149320,7522,1.62,482052,4999,
